OBJECTID,ZN,EAST,NORTH,CEAST,CNORTH,KMSQ,STATION,IDO,HA,ID_STRING,ID,SHAPE_AREA,SHAPE_LEN
16,0,222900,851850,216598,849325,70.905,4010,4010,4,4010,4010,70905312.5,62796.98231
17,0,323700,841550,323101,838780,15.842,8017,8017,8,8017,8017,15842187.5,21464.39213
18,0,316150,817500,311356,807352,208.225,8018,8018,8,8018,8018,208225000,99681.83259
19,0,231550,828750,218689,822301,280.443,5004,5004,5,5004,5004,280443125,123461.3744
20,0,233000,839650,217749,839969,253.891,5802,5802,5,5802,5802,253890625,108786.5007
21,0,263850,841050,233699,812590,1803.875,6001,6001,6,6001,6001,1803874375,372675.2921
22,0,241600,817000,221415,812368,398.453,6003,6003,6,6003,6003,398453437.5,148868.0501
23,0,231600,801100,210381,800896,396.857,6004,6004,6,6004,6004,396857187.5,164445.0054
25,0,249150,892150,240494,888016,237.145,3002,3002,3,3002,3002,237144687.5,115712.7723
24,0,255350,916750,252584,923205,62.388,3803,3803,3,3803,3803,62388125,57958.07358
26,0,240300,900150,231272,901365,331.668,3003,3003,3,3003,3003,331667812.5,143514.8539
27,0,247150,902150,239146,914664,187.789,3004,3004,3,3004,3004,187789375,107943.355
28,0,257400,897400,249917,918183,580.198,3005,3005,3,3005,3005,580198125,190282.5469
29,0,335500,839950,333493,834447,43.845,8015,8015,8,8015,8015,43844687.5,53846.37264
30,0,317550,819100,321401,816073,40.703,8016,8016,8,8016,8016,40703437.5,34639.26586
31,0,248150,854650,228079,862724,962.456,4001,4001,4,4001,4001,962456250,263930.5699
32,0,256650,867250,248676,871477,106.314,4002,4002,4,4002,4002,106314375,66003.65799
33,0,265450,869600,253145,877495,202.367,4003,4003,4,4003,4003,202366562.5,104547.0869
1,0,245500,856300,235671,871467,322.821,4004,4004,4,4004,4004,322820625,149719.448
2,0,228650,852800,220288,850359,123.663,4005,4005,4,4005,4005,123663437.5,86603.22689
3,0,220450,860200,212722,856679,117.546,4006,4006,4,4006,4006,117545625,75663.45597
4,0,239550,861700,234467,873162,278.539,4007,4007,4,4007,4007,278538750,131793.1024
5,0,270250,865200,266131,861789,36.422,4008,4008,4,4008,4008,36422187.5,36520.02705
6,0,249300,858700,247710,860516,15.938,4009,4009,4,4009,4009,15938437.5,31205.81349
7,0,326200,954900,321620,952222,158.183,1001,1001,1,1001,1001,158183125,82737.97257
8,0,299850,918150,284344,929781,553.233,2001,2001,2,2001,2001,553232812.5,172858.7139
9,0,289150,903900,274454,916267,423.48,2002,2002,2,2002,2002,423479687.5,142765.4635
10,0,258050,906150,248732,920864,485.962,3001,3001,3,3001,3001,485961562.5,169878.8149
11,0,242600,840500,220997,831821,857.492,5001,5001,5,5001,5001,857491562.5,209694.7529
12,0,239050,840450,220822,840016,307.673,5002,5002,5,5002,5002,307673125,126407.821
13,0,235450,832100,218800,825822,487.693,5003,5003,5,5003,5003,487693437.5,145568.0501
14,0,220300,851000,215714,848574,58.357,4011,4011,4,4011,4011,58357187.5,55477.74349
15,0,231450,910100,232274,914398,44.339,3006,3006,3,3006,3006,44339375,38168.98628
42,0,303950,855850,303990,850878,28.3,7009,7009,7,7009,7009,28300000,32522.53967
43,0,313450,848900,310984,845327,20.619,7006,7006,7,7006,7006,20618750,27203.30086
44,0,363950,741850,361415,744966,44.202,13010,13010,13,13010,13010,44201875,35405.38239
45,0,360950,746650,358684,746267,8.414,13017,13017,13,13017,13017,8414375,14052.69119
46,0,320150,829000,324551,823501,102.778,8011,8011,8,8011,8011,102777812.5,58021.24638
47,0,285000,804700,286401,794014,229.632,8013,8013,8,8013,8013,229631562.5,99128.71029
48,0,237700,816900,234736,819854,26.161,6006,6006,6,6006,6006,26160625,34149.74747
49,0,264500,842750,234149,812963,1830.742,6007,6007,6,6007,6007,1830741875,382813.7698
50,0,245050,829950,238424,828131,107.015,6008,6008,6,6008,6008,107015312.5,76412.05807
51,0,240200,817450,221077,812270,391.61,6009,6009,6,6009,6009,391610312.5,145309.4715
52,0,229000,800700,209214,800696,373.282,6010,6010,6,6010,6010,373282187.5,157972.2132
53,0,238000,807450,241443,801699,75.641,6011,6011,6,6011,6011,75641250,66923.75901
54,0,239200,830150,235816,827204,56.202,6012,6012,6,6012,6012,56201562.5,63739.26586
55,0,267750,845250,269139,842041,9.224,6013,6013,6,6013,6013,9223750,20517.51442
56,0,234750,807350,233072,807485,2.497,6808,6808,6,6808,6808,2496875,11157.71645
57,0,221800,812900,221387,815731,11.175,6809,6809,6,6809,6809,11175000,21261.8795
58,0,282550,833550,273216,821453,415.591,7001,7001,7,7001,7001,415590625,172347.8751
59,0,301850,858400,284035,830207,781.768,7002,7002,7,7002,7002,781768125,275730.5699
60,0,319400,862650,314503,853472,216.655,7003,7003,7,7003,7003,216655312.5,99928.71029
61,0,288250,855050,273723,837368,304.949,7004,7004,7,7004,7004,304948750,178083.0519
62,0,300550,848000,301694,839868,164.628,7005,7005,7,7005,7005,164628437.5,89431.65402
63,0,303650,858200,304602,853080,48.974,7804,7804,7,7804,7804,48973750,52321.67748
64,0,327800,844000,292140,810489,2645.632,8001,8001,8,8001,8001,2645631875,454261.6449
65,0,288100,808200,270711,793741,1008.908,8002,8002,8,8002,8002,1008907500,259313.4126
66,0,275900,799650,260812,793215,532.246,8003,8003,8,8003,8003,532245937.5,188022.3178
67,0,318500,835200,316610,817591,540.751,8004,8004,8,8004,8004,540751250,174297.6226
68,0,294700,819200,275073,796806,1261.306,8005,8005,8,8005,8005,1261305625,298053.1096
69,0,331850,851800,294880,812741,2852.402,8006,8006,8,8006,8006,2852401563,482726.037
70,0,268750,796400,258195,791356,401.733,8007,8007,8,8007,8007,401732500,184397.6226
71,0,278900,799650,276491,786794,131.613,8008,8008,8,8008,8008,131613125,88068.48122
72,0,297700,824750,285087,819396,272.203,8009,8009,8,8009,8009,272202500,126401.0714
73,0,303300,826800,279940,802927,1745.853,8010,8010,8,8010,8010,1745852500,341381.8939
74,0,337850,829100,338071,824955,68.069,9005,9005,9,9005,9005,68068750,43693.25035
75,0,350400,866650,350148,861899,47.128,9006,9006,9,9006,9006,47128437.5,37463.52993
34,0,297950,857100,291350,847700,80.68,7010,7010,7,7010,7010,80680312.5,62799.92604
35,0,314450,857500,309709,854047,36.373,7011,7011,7,7011,7011,36373437.5,37822.10858
36,0,344050,722400,337569,721737,58.305,14005,14005,14,14005,14005,58305000,54936.75324
37,0,357400,736100,351295,739022,17.125,14006,14006,14,14006,14006,17125312.5,35637.18434
38,0,316150,817050,309430,810423,48.454,8019,8019,8,8019,8019,48453750,55130.86579
39,0,315500,858150,310542,854335,43.182,7007,7007,7,7007,7007,43181875,42514.5707
40,0,268550,835150,266440,828764,128.052,7008,7008,7,7008,7008,128051562.5,98356.78028
41,0,337250,765350,330886,774469,130.636,13012,13012,13,13012,13012,130635625,84235.02884
86,0,327500,755850,325842,762805,41.922,15005,15005,15,15005,15005,41921562.5,49220.02705
87,0,301950,714650,302709,711766,11.997,16006,16006,16,16006,16006,11997187.5,23520.88924
94,0,362700,846950,359794,841394,87.728,9007,9007,9,9007,9007,87728125,48609.54544
95,0,360750,865050,357480,858911,52.704,9008,9008,9,9008,9008,52703750,47863.09883
96,0,335250,797050,325512,801212,145.91,12006,12006,12,12006,12006,145910000,86300.71427
97,0,332250,795500,330311,791349,29.558,12004,12004,12,12004,12004,29557500,31786.14357
98,0,309800,789550,301329,789774,291.988,12007,12007,12,12007,12007,291987500,117118.2287
99,0,368700,792800,360827,787475,232.848,12008,12008,12,12008,12008,232847812.5,93493.17639
100,0,382650,773350,376480,778903,124.469,13001,13001,13,13001,13001,124469062.5,74754.69876
101,0,365900,767050,368336,775096,137.584,13002,13002,13,13002,13002,137583750,69560.15511
102,0,364150,740900,361550,744797,46.578,13801,13801,13,13801,13801,46578125,36429.64646
103,0,364900,766200,348927,774731,549.088,13802,13802,13,13802,13802,549087812.5,148444.1432
104,0,341450,715800,330238,711373,308.735,14001,14001,14,14001,14001,308735000,137659.65
105,0,347650,732500,338376,736505,127.618,14002,14002,14,14002,14002,127618437.5,76102.00756
106,0,314750,736700,283585,754073,4586.776,15006,15006,15,15006,15006,4586775313,637375.6366
107,0,292400,753400,259167,739906,1149.079,15007,15007,15,15007,15007,1149078750,282546.865
108,0,334050,747950,341013,746580,176.6,15008,15008,15,15008,15008,176600312.5,95383.98808
109,0,392450,830900,381355,839183,457.119,10001,10001,10,10001,10001,457119375,153111.479
110,0,410100,848550,396185,850658,325.722,10002,10002,10,10002,10002,325721875,120572.6443
111,0,394700,830350,382301,837609,532.287,10003,10003,10,10003,10003,532286875,164991.378
112,0,400150,846900,391746,849473,104.819,10031,10031,10,10031,10031,104819375,71263.09883
113,0,388750,814200,357665,817763,1269.157,11001,11001,11,11001,11001,1269156563,300032.2204
114,0,375700,820150,348554,814054,792.678,11002,11002,11,11002,11002,792677812.5,217765.8207
115,0,356800,817050,339410,812896,509.938,11003,11003,11,11003,11003,509938125,158119.448
116,0,372100,826000,362209,828798,195.444,11004,11004,11,11004,11004,195444062.5,89790.23266
117,0,337050,812050,328353,810933,188.288,11005,11005,11,11005,11005,188288437.5,76559.72401
118,0,377100,822900,363872,828511,231.985,11801,11801,11,11801,11801,231985000,105133.3044
119,0,363500,795600,325600,793482,1380.051,12001,12001,12,12001,12001,1380051250,286498.3369
120,0,379750,798300,335380,793266,1833.212,12002,12002,12,12002,12002,1833212188,348690.2939
121,0,334400,796550,311370,790127,697.5,12003,12003,12,12003,12003,697500312.5,186141.5566
122,0,336400,794750,330719,785800,109.381,12005,12005,12,12005,12005,109380937.5,76654.69876
123,0,333000,810450,325941,808503,103.326,11006,11006,11,11006,11006,103325937.5,57214.1396
124,0,357600,735800,352051,739302,28.902,14007,14007,14,14007,14007,28901875,39698.27561
125,0,322500,710150,316829,708518,29.896,14009,14009,14,14009,14009,29895625,39336.75324
88,0,353300,798750,348766,804500,71.506,12010,12010,12,12010,12010,71505937.5,51834.24061
89,0,369950,764000,353870,774281,747.044,13007,13007,13,13007,13007,747044375,176337.8246
90,0,359950,759650,338015,765178,489.688,13008,13008,13,13008,13008,489688125,173767.9762
91,0,359150,768050,348663,770971,128.331,13009,13009,13,13009,13009,128330625,79781.47545
92,0,372450,849400,378491,850575,97.719,9009,9009,9,9009,9009,97719062.5,73623.32791
93,0,351650,840800,339250,831368,225.473,9010,9010,9,9010,9010,225473437.5,106012.4152
76,0,302250,816000,302471,809984,38.213,8021,8021,8,8021,8021,38212500,44036.75324
77,0,261400,794250,252448,794595,222.41,8807,8807,8,8807,8807,222409687.5,128003.584
78,0,353200,846450,344246,831611,444.913,9001,9001,9,9001,9001,444913125,137285.9956
79,0,370550,849850,348676,840600,961.434,9002,9002,9,9002,9002,961434375,214257.4206
80,0,349350,850600,341980,850068,179.973,9003,9003,9,9003,9003,179972500,90285.63851
81,0,351950,837450,348531,829935,182.433,9004,9004,9,9004,9004,182432812.5,79518.30265
82,0,358350,759200,337745,765248,483.419,13003,13003,13,13003,13003,483419375,171438.6868
83,0,339550,758550,330972,766822,107.52,13004,13004,13,13004,13004,107520312.5,70931.29689
84,0,365450,749450,355378,749419,128.921,13005,13005,13,13005,13005,128920625,83101.57646
85,0,362400,783450,359626,782107,42.041,12009,12009,12,12009,12009,42041250,34203.30086
135,0,297500,715400,295797,710132,48.082,16007,16007,16,16007,16007,48081562.5,49173.58044
136,0,269450,715800,267178,718604,15.798,16011,16011,16,16011,16011,15797500,23881.98052
137,0,283200,681800,273380,684327,121.142,17001,17001,17,17001,17001,121142187.5,84535.45994
138,0,336900,700550,317324,699833,416.525,17002,17002,17,17002,17002,416525312.5,155447.0869
139,0,282450,680400,279483,677422,51.493,17003,17003,17,17003,17003,51492812.5,48522.10858
140,0,332950,699650,319097,695298,159.189,17004,17004,17,17004,17004,159189062.5,92214.1396
141,0,295200,679650,291517,672069,194.808,17005,17005,17,17005,17005,194807500,118179.3939
142,0,277150,684600,269923,684400,74.66,17006,17006,17,17006,17006,74660000,61863.09883
143,0,311800,701550,305895,703050,34.718,17008,17008,17,17008,17008,34718125,46114.5707
144,0,329450,746600,323994,760470,363.77,15010,15010,15,15010,15010,363770312.5,140386.4267
145,0,278550,748700,256969,745549,388.333,15011,15011,15,15011,15011,388333437.5,173984.7023
146,0,294700,757400,268174,765437,1666.32,15012,15012,15,15012,15012,1666319375,363400.2705
147,0,306700,725800,288255,731394,173.295,15013,15013,15,15013,15013,173295312.5,128115.7161
148,0,305600,763050,301757,767561,105.535,15014,15014,15,15014,15014,105535000,64845.94155
149,0,289250,731350,280533,733292,84.281,15015,15015,15,15015,15015,84280625,74110.76477
150,0,278200,746700,253567,733600,598.276,15016,15016,15,15016,15016,598276250,213953.2575
151,0,297900,740550,289434,739894,197.151,15017,15017,15,15017,15017,197150625,95012.8463
152,0,253350,744750,244612,742358,160.573,15018,15018,15,15018,15018,160572500,83559.29291
153,0,318100,740000,309612,745655,94.451,15021,15021,15,15021,15021,94450625,84891.52596
154,0,301300,742150,290065,739933,210.713,15023,15023,15,15023,15023,210713125,99990.66376
155,0,256400,732000,242585,728168,232.568,15024,15024,15,15024,15024,232568125,126011.1219
156,0,317400,747150,308883,764204,437.398,15025,15025,15,15025,15025,437397812.5,148663.382
157,0,307450,733950,304292,736825,22.574,15027,15027,15,15027,15027,22574375,33084.06204
158,0,309050,731200,304280,734975,57.349,15028,15028,15,15028,15028,57349062.5,47139.26586
159,0,325700,748450,320531,751676,30.085,15029,15029,15,15029,15029,30085312.5,44961.4484
160,0,290100,763500,279824,772807,744.217,15034,15034,15,15034,15034,744216562.5,204250.7449
161,0,266400,758700,248697,759295,645.794,15035,15035,15,15035,15035,645793750,231412.1933
162,0,249700,756950,238398,754060,250.288,15038,15038,15,15038,15038,250287812.5,121522.8228
163,0,306950,733700,302557,734785,20.53,15032,15032,15,15032,15032,20530312.5,30415.86399
164,0,289250,771600,295611,778311,166.433,15039,15039,15,15039,15039,166432812.5,91085.20741
165,0,261950,747650,248807,743399,237.56,15041,15041,15,15041,15041,237560000,119296.9083
166,0,293750,757700,267901,765493,1649.733,15045,15045,15,15045,15045,1649732500,358039.6103
167,0,322300,760400,321563,764697,16.708,15809,15809,15,15809,15809,16708437.5,25367.33585
168,0,293300,716650,275774,722834,584.655,16001,16001,16,16001,16001,584655312.5,190420.2363
169,0,275400,721650,264239,724042,177.069,16002,16002,16,16002,16002,177068750,91205.73952
170,0,276450,720400,270008,716493,101.069,16003,16003,16,16003,16003,101068750,71918.73375
171,0,304400,718350,280553,720580,783.893,16004,16004,16,16004,16004,783893125,220806.8109
172,0,338700,721650,334961,720551,31.316,14010,14010,14,14010,14010,31315937.5,46125.0523
173,0,318700,764750,319184,772611,71.682,15001,15001,15,15001,15001,71682187.5,51709.97654
126,0,323000,760500,323253,766118,16.778,15002,15002,15,15002,15002,16778125,32181.98052
127,0,308300,739550,268184,753767,3211.218,15003,15003,15,15003,15003,3211217188,525460.7088
128,0,328000,755950,328738,760417,24.47,15004,15004,15,15004,15004,24470312.5,29476.52416
129,0,246600,696750,245372,696132,2.283,18016,18016,18,18016,18016,2282500,9179.898987
130,0,247500,723050,247629,724476,6.892,18017,18017,18,18017,18017,6892187.5,14835.965
131,0,253250,721900,252704,723376,7.011,18018,18018,18,18018,18018,7011250,12797.05627
132,0,246800,698700,246134,698220,0.86,18020,18020,18,18020,18020,860000,5582.842712
133,0,246950,698750,246573,697785,1.383,18021,18021,18,18021,18021,1382500,7677.817459
134,0,351100,671700,353772,665944,67.774,20007,20007,20,20007,20007,67773750,52897.41341
175,0,321200,668800,313887,662819,74.038,19012,19012,19,19012,19012,74037500,58014.5707
176,0,311400,673150,305306,671153,37.333,19014,19014,19,19014,19014,37333437.5,40583.63094
181,0,301200,701800,294931,703846,70.12,18007,18007,18,18007,18007,70120000,53497.41341
182,0,258550,709600,249726,718048,192.411,18008,18008,18,18008,18008,192410937.5,108056.7803
183,0,271400,695250,254252,698398,391.304,18010,18010,18,18010,18010,391304375,137528.2792
184,0,281150,690800,276258,689321,25.369,18014,18014,18,18014,18014,25369375,32961.8795
185,0,260200,706900,248461,709562,197.331,18015,18015,18,18015,18015,197330625,100650.1046
186,0,363850,677300,361402,676145,6.77,20806,20806,20,20806,20806,6770312.5,17353.12229
187,0,368650,673450,367305,672239,9.02,20807,20807,20,20807,20807,9020000,17481.98052
188,0,308750,620600,310762,616931,22.003,21001,21001,21,21001,21001,22002812.5,28640.12806
189,0,315000,705400,314911,706446,6.477,17017,17017,17,17017,17017,6477187.5,20405.81349
190,0,315650,704050,315408,705890,10.344,17018,17018,17,17018,17018,10344062.5,22364.39213
191,0,317100,699300,309896,702698,158.79,17806,17806,17,17806,17806,158789687.5,81637.54147
192,0,279250,705400,282725,709261,160.285,18001,18001,18,18001,18001,160284687.5,76466.83079
193,0,285800,696050,295293,700590,178.685,18002,18002,18,18002,18002,178685000,90417.87156
194,0,272500,701150,252997,712464,515.618,18003,18003,18,18003,18003,515617500,163142.4928
195,0,278600,698000,281977,707779,209.821,18005,18005,18,18005,18005,209820937.5,84903.22689
196,0,369750,677650,365767,673696,18.912,20008,20008,20,20008,20008,18911562.5,35030.07755
197,0,250350,701350,244490,703971,42.177,18022,18022,18,18022,18022,42177187.5,43547.23484
198,0,248000,724950,247414,725655,2.2,18023,18023,18,18023,18023,2200000,9107.106781
199,0,316550,675250,303345,665781,379.521,19001,19001,19,19001,19001,379520937.5,165034.9549
200,0,272950,700800,273364,705577,46.673,18012,18012,18,18012,18012,46672500,45590.30663
177,0,278800,678000,278475,675522,21.705,17012,17012,17,17012,17012,21705312.5,27198.7067
178,0,317200,699300,309910,702690,159.117,17014,17014,17,17014,17014,159116875,81893.60749
179,0,311500,704100,306247,705369,24.601,17015,17015,17,17015,17015,24601250,29218.37662
180,0,322050,698500,319800,698125,13.594,17016,17016,17,17016,17016,13594062.5,24538.04653
174,0,291350,692350,299338,694114,57.465,18013,18013,18,18013,18013,57465312.5,63075.66197
210,0,366350,656750,363879,655984,10.453,21004,21004,21,21004,21004,10453125,18057.71645
211,0,320600,639750,310349,629330,377.179,21005,21005,21,21005,21005,377179062.5,129232.8733
212,0,349800,633350,323622,631476,1505.54,21006,21006,21,21006,21006,1505539688,306743.1331
213,0,348550,631550,330137,621040,502.734,21007,21007,21,21007,21007,502733750,176505.2345
214,0,370200,628050,356833,614439,1121.541,21008,21008,21,21008,21008,1121540938,230871.7081
215,0,389850,647700,352258,629303,4398.755,21009,21009,21,21009,21009,4398755000,565531.1363
216,0,358800,632100,330902,635708,2091.551,21010,21010,21,21010,21010,2091550313,378963.9483
217,0,343900,627700,327402,624662,232.453,21011,21011,21,21011,21011,232452812.5,113446.7298
218,0,352250,615900,343051,607413,324.418,21012,21012,21,21012,21012,324417812.5,112165.9686
219,0,347950,637350,341475,648495,205.441,21013,21013,21,21013,21013,205441250,99321.17241
220,0,310900,628450,309935,619915,138.702,21014,21014,21,21014,21014,138702187.5,67160.58621
221,0,356500,638800,353944,650941,239.115,21015,21015,21,21015,21015,239115312.5,101465.1064
222,0,394200,663600,385388,663512,118.921,21016,21016,21,21016,21016,118921250,92140.0541
223,0,323400,613150,320191,610868,38.593,21017,21017,21,21017,21017,38593437.5,36917.94552
224,0,320950,640050,315128,648102,173.993,21018,21018,21,21018,21018,173993437.5,93532.51622
225,0,330900,624750,322923,622850,153.943,21020,21020,21,21020,21020,153942812.5,74111.19587
226,0,375250,635400,340987,628413,3345.767,21021,21021,21,21021,21021,3345766563,471949.5868
227,0,316050,673300,314488,669135,40.314,19017,19017,19,19017,19017,40313750,49017.51442
228,0,294800,665550,290601,664330,32.026,19020,19020,19,19020,19020,32025937.5,35433.02128
229,0,333850,667750,331318,657537,155.938,19021,19021,19,19021,19021,155938125,76252.18613
230,0,359100,676800,347346,666388,307.262,20001,20001,20,20001,20001,307262187.5,118243.7861
231,0,325200,661600,319829,657686,79.847,19004,19004,19,19004,19004,79846562.5,60341.34739
232,0,308600,668600,299151,662123,232.554,19005,19005,19,19005,19005,232554062.5,118495.2579
233,0,322800,673200,315637,664875,102.271,19006,19006,19,19006,19006,102270937.5,76276.8813
234,0,333850,672350,327538,659704,322.536,19007,19007,19,19007,19007,322535937.5,141089.3705
235,0,300350,665100,292081,664433,44.366,19002,19002,19,19002,19002,44366250,49920.45815
236,0,301350,663850,293860,659256,52.882,19003,19003,19,19003,19003,52881875,49283.19985
237,0,388100,655000,371490,657272,502.235,21022,21022,21,21022,21022,502234687.5,154969.2695
238,0,392550,606300,391725,611105,27.304,22008,22008,22,22008,22008,27303750,30649.74747
239,0,408250,571800,403008,571996,48.125,22801,22801,22,22801,22801,48124687.5,45712.92027
240,0,332500,662300,331181,655401,113.498,19008,19008,19,19008,19008,113498125,67299.49494
241,0,302550,659150,302254,657564,8.679,19009,19009,19,19009,19009,8679375,17304.16306
242,0,327250,670800,323455,668381,15.404,19010,19010,19,19010,19010,15403750,28840.55916
243,0,333200,667600,321719,659958,133.409,19011,19011,19,19011,19011,133408750,86227.92206
244,0,374100,674100,370949,671960,12.891,20804,20804,20,20804,20804,12890625,23066.90476
245,0,424300,580000,411289,575861,273.666,22006,22006,22,22006,22006,273666250,107449.2424
246,0,417450,585800,404914,587655,282.009,22007,22007,22,22007,22007,282008750,116987.72
247,0,406700,601550,392511,606428,345.984,22009,22009,22,22009,22009,345984062.5,131260.9433
248,0,403850,561650,378954,572789,2172.356,23001,23001,23,23001,23001,2172355938,356043.4902
249,0,390550,573200,377080,589424,1012.974,23003,23003,23,23003,23003,1012973438,202776.7334
250,0,385650,564700,373642,554530,749.887,23004,23004,23,23004,23004,749886562.5,169024.0422
251,0,392450,572100,377645,588998,1049.63,23015,23015,23,23015,23015,1049630313,212600.9974
252,0,325850,640000,314088,636305,698.125,21003,21003,21,21003,21003,698125312.5,206061.6576
253,0,348850,681100,352677,680121,25.509,20002,20002,20,20002,20002,25509375,26064.82323
254,0,386900,608350,383299,611170,60.007,22002,22002,22,22002,22002,60006562.5,48688.6562
255,0,345600,668900,342843,663793,162.774,20003,20003,20,20003,20003,162774062.5,76835.45994
201,0,361000,682400,356670,678934,30.523,20004,20004,20,20004,20004,30523437.5,40193.68145
202,0,345700,668700,345090,662102,92.603,20005,20005,20,20005,20005,92603437.5,61911.19587
203,0,364450,676800,359968,671187,57.557,20006,20006,20,20006,20006,57556562.5,54953.47943
204,0,363050,593500,360950,595326,26.818,23014,23014,23,23014,23014,26818125,31451.829
205,0,425400,567550,422644,569464,53.62,23016,23016,23,23016,23016,53619687.5,44683.63094
206,0,384000,639650,378287,645067,112.947,21023,21023,21,21023,21023,112947187.5,90965.61146
207,0,365600,621350,365677,610876,139.947,21024,21024,21,21024,21024,139946875,80420.81528
208,0,363400,624450,347699,621528,173.793,21025,21025,21,21025,21025,173792500,119969.3434
209,0,382550,653000,371056,650491,155.339,21027,21027,21,21027,21027,155339375,91717.87156
259,0,428300,551150,411148,537834,1005.009,24009,24009,24,24009,24009,1005009063,241264.6013
260,0,377650,586100,365544,590724,283.38,23005,23005,23,23005,23005,283379687.5,103965.9686
261,0,367200,561100,369209,547798,323.05,23006,23006,23,23006,23006,323049687.5,111999.421
262,0,416850,558100,402788,551186,243.993,23007,23007,23,23007,23007,243992812.5,104671.856
263,0,386850,583200,384095,596079,345.194,23008,23008,23,23008,23008,345193750,143023.2539
264,0,371550,546550,371823,540060,118.67,23009,23009,23,23009,23009,118670000,55435.89104
265,0,517100,440300,518661,441574,10.836,26007,26007,26,26007,26007,10835625,19884.92424
269,0,328950,624450,321511,621795,116.187,21034,21034,21,21034,21034,116186562.5,59219.16485
270,0,383600,656450,368594,661096,280.474,21805,21805,21,21805,21805,280473750,101058.4307
271,0,390000,642400,394908,626374,655.526,21806,21806,21,21806,21806,655525625,176256.7063
272,0,423450,604450,400760,603912,578.249,22001,22001,22,22001,22001,578249375,195649.9567
273,0,388650,607700,388728,614170,21.882,22003,22003,22,22003,22003,21881875,35279.03679
274,0,421100,612900,410418,614239,202.916,22004,22004,22,22004,22004,202915937.5,118383.1259
275,0,378900,587900,376212,592872,95.507,23010,23010,23,23010,23010,95506875,55355.99205
276,0,364450,594700,366679,598876,58.594,23011,23011,23,23011,23011,58593750,42405.38239
277,0,323100,623100,318932,622291,56.083,21030,21030,21,21030,21030,56083437.5,44892.81925
278,0,392550,639550,394993,625892,634.671,21031,21031,21,21031,21031,634671250,163888.9394
279,0,391850,631000,385594,625682,196.053,21032,21032,21,21032,21032,196052812.5,86952.61723
280,0,366300,663350,362041,663720,46.015,21002,21002,21,21002,21002,46015312.5,41544.29112
281,0,379100,558250,377487,551715,78.556,23013,23013,23,23013,23013,78555625,50897.41341
282,0,321700,636900,320823,631646,59.957,21019,21019,21,21019,21019,59956562.5,44327.13383
266,0,327800,613700,326770,610198,30.994,21026,21026,21,21026,21026,30994375,32459.79797
267,0,309150,623400,310560,620653,6.703,21028,21028,21,21028,21028,6702812.5,16640.99026
268,0,306300,621550,305785,617315,34.404,21029,21029,21,21029,21029,34403750,36315.43289
256,0,404100,550800,396342,549463,118.114,23002,23002,23,23002,23002,118114375,64012.48917
257,0,416500,546200,411174,544147,44.666,24007,24007,24,24007,24007,44665625,38549.74747
258,0,417300,530900,398806,536856,454.636,24008,24008,24,24008,24008,454635625,137051.3239
288,0,489000,431650,492122,435340,40.964,26008,26008,26,26008,26008,40964375,35983.19985
289,0,506650,455600,492273,457814,195.605,26009,26009,26,26009,26009,195605312.5,102541.7045
290,0,498900,485000,493141,493863,127.489,27048,27048,27,27048,27048,127488750,90061.37444
291,0,469450,479200,456282,490526,237.612,27049,27049,27,27049,27049,237611875,109632.0851
292,0,486600,508150,474834,504358,298.486,27050,27050,27,27050,27050,298485937.5,132038.7608
293,0,385550,539500,381942,538332,20.615,24011,24011,24,24011,24011,20615312.5,23169.41738
294,0,425850,513750,396416,521254,847.691,25001,25001,25,25001,25001,847690625,237345.2886
295,0,393150,526000,381833,530122,219.016,25002,25002,25,25002,25002,219015937.5,88575.1569
296,0,438950,390900,426677,393030,364.877,27006,27006,27,27006,27006,364876875,129663.456
297,0,435600,467050,408676,481763,912.588,27007,27007,27,27007,27007,912587812.5,245759.071
298,0,441550,474850,422267,495156,1350.243,27008,27008,27,27008,27008,1350242500,292695.8982
299,0,456850,455350,422906,481304,3300.803,27009,27009,27,27009,27009,3300802500,408590.725
300,0,428400,512950,430605,526061,224.192,25004,25004,25,25004,25004,224192187.5,120356.7803
301,0,380200,558350,383544,551708,88.243,23012,23012,23,23012,23012,88243437.5,55375.66197
302,0,375800,533450,373788,531868,11.39,25003,25003,25,25003,25003,11389687.5,17125.9145
303,0,444500,512100,453157,507566,194.153,25005,25005,25,25005,25005,194152812.5,110189.0133
304,0,403350,512200,393998,510669,86.814,25006,25006,25,25006,25006,86813750,70728.78426
305,0,428200,510100,416924,510609,80.931,25007,25007,25,25007,25007,80930625,88565.18036
306,0,404600,516650,388626,525153,510.146,25008,25008,25,25008,25008,510145937.5,146492.6713
307,0,436450,510550,406924,520356,1267.122,25009,25009,25,25009,25009,1267121563,353275.7232
308,0,394850,525000,383002,529939,242.006,25018,25018,25,25018,25018,242005625,96367.61902
309,0,426100,515550,423195,519266,30.898,25010,25010,25,25010,25010,30898437.5,34464.39213
310,0,385200,530900,385506,533453,12.793,25011,25011,25,25011,25011,12792812.5,18179.46789
311,0,424950,558450,422476,555286,62.353,23017,23017,23,23017,23017,62352500,49566.04256
312,0,419400,569850,417741,568934,10.139,23018,23018,23,23018,23018,10139062.5,16474.44264
313,0,459950,516250,461045,514718,13.643,25024,25024,25,25024,25024,13642812.5,21308.75721
314,0,393300,518100,390943,515991,9.135,25025,25025,25,25025,25025,9135000,21109.18831
